frame,numero_pers,joint,x,y,confience
1,1,5,1740.02,391.926,0.8132659999999999
1,1,6,1769.34,509.774,0.841796
1,1,7,1657.62,556.715,0.848968
1,1,8,1681.21,595.018,0.756644
1,1,9,1651.68,594.983,0.728186
1,1,10,1639.94,721.639,0.720043
1,1,11,1639.87,857.044,0.8371759999999999
1,1,12,1710.6,594.988,0.670615
1,1,13,1707.55,742.32,0.78715
1,1,14,1725.17,924.644,0.770882
1,1,15,1639.85,297.83,0.5359189999999999
1,1,16,1657.63,297.777,0.9310700000000001
1,1,17,0,0,0
1,1,18,1707.52,312.411,0.907219
1,1,19,1654.61,948.155,0.810601
1,1,20,1672.28,951.281,0.817326
1,1,21,1734.17,939.354,0.7510439999999999
1,1,22,1569.31,859.998,0.790597
1,1,23,1581.04,856.946,0.757537
1,1,24,1657.49,880.433,0.825943
2,0,0,353.734,362.59,0.9106339999999999
2,0,1,321.344,433.084,0.9108729999999999
2,0,2,259.464,441.952,0.807597
2,0,3,244.896,524.342,0.8568169999999999
2,0,4,244.861,574.467,0.901493
2,0,5,388.929,415.521,0.9125979999999999
2,0,6,433.248,503.796,0.8625959999999999
2,0,7,456.63,480.35,0.875002
2,0,8,362.536,621.496,0.838482
2,0,9,318.405,624.439,0.806215
2,0,10,318.476,756.895,0.826467
2,0,11,338.981,886.424,0.852255
2,0,12,406.603,618.522,0.741533
2,0,13,400.79,742.161,0.825588
2,0,14,400.745,856.962,0.850883
2,0,15,338.957,350.731,0.9095139999999999
2,0,16,362.454,344.978,0.908566
2,0,17,297.799,362.491,0.9080509999999999
2,0,18,0,0,0
2,0,19,459.781,874.631,0.815651
2,0,20,456.806,860.026,0.808102
2,0,21,386.151,871.67,0.8597779999999999
2,0,22,386.04,921.759,0.827754
2,0,23,365.453,927.547,0.8089729999999999
2,0,24,336.015,903.985,0.778033
2,1,0,1639.83,315.4,0.9462459999999999
2,1,1,1704.76,391.977,0.8972509999999999
2,1,2,1669.38,394.859,0.799222
2,1,3,1663.51,500.897,0.646045
2,1,4,1613.43,530.355,0.819456
2,1,5,1740.02,391.941,0.812171
2,1,6,1769.35,509.734,0.849688
2,1,7,1657.59,553.992,0.857889
2,1,8,1681.13,595.005,0.763095
2,1,9,1648.77,594.984,0.7278939999999999
2,1,10,1639.85,721.597,0.726432
2,1,11,1639.89,856.979,0.8331069999999999
2,1,12,1710.52,594.976,0.683124
2,1,13,1707.57,745.096,0.7754709999999999
2,1,14,1725.16,924.651,0.771756
2,1,15,1639.83,297.83,0.59753
2,1,16,1657.65,297.76,0.938357
2,1,17,0,0,0
2,1,18,1707.48,312.36,0.9068919999999999
2,1,19,1654.58,948.16,0.802499
2,1,20,1672.26,951.295,0.8128879999999999
2,1,21,1734.17,936.509,0.754215
2,1,22,1569.32,859.985,0.794798
2,1,23,1581.04,856.943,0.756007
2,1,24,1657.5,877.615,0.800642
3,0,0,356.584,362.567,0.911832
3,0,1,318.539,433.067,0.916522
3,0,2,256.537,442.022,0.8032849999999999
3,0,3,247.708,527.218,0.84604
3,0,4,247.899,571.534,0.845754
3,0,5,386.149,415.447,0.920345
3,0,6,433.091,506.658,0.8681249999999999
3,0,7,433.218,483.186,0.879587
3,0,8,362.545,621.443,0.833167
3,0,9,318.428,624.403,0.8063300000000001
3,0,10,318.482,756.895,0.828402
3,0,11,338.991,886.433,0.850916
3,0,12,406.6,615.635,0.735065
3,0,13,400.81,742.144,0.825012
3,0,14,400.773,856.985,0.850915
3,0,15,338.995,347.876,0.911391
3,0,16,362.47,344.963,0.909527
3,0,17,297.818,362.474,0.901037
3,0,18,0,0,0
3,0,19,462.542,874.663,0.817827
3,0,20,459.545,860.054,0.807318
3,0,21,386.173,871.74,0.863387
3,0,22,386.033,921.756,0.8332879999999999
3,0,23,365.459,927.535,0.813068
3,0,24,336.029,903.997,0.776647
3,1,0,1637.12,315.407,0.9479059999999999
3,1,1,1704.75,391.978,0.897855
3,1,2,1669.36,392.04,0.805728
3,1,3,1660.59,497.883,0.653956
3,1,4,1613.36,530.175,0.836854
3,1,5,1742.85,391.994,0.806132
3,1,6,1766.46,509.777,0.839939
3,1,7,1657.62,553.993,0.853823
3,1,8,1681.19,594.935,0.749761
3,1,9,1651.65,592.088,0.719318
3,1,10,1639.85,721.579,0.7258129999999999
3,1,11,1639.88,857,0.836212
3,1,12,1710.59,592.131,0.6729339999999999
3,1,13,1707.57,742.28,0.7745569999999999
3,1,14,1725.15,924.629,0.7690929999999999
3,1,15,1637.12,297.814,0.60363
3,1,16,1657.66,297.78,0.933178
3,1,17,0,0,0
3,1,18,1707.5,312.392,0.912203
3,1,19,1654.6,948.133,0.801944
3,1,20,1672.29,951.269,0.817174
3,1,21,1734.17,936.494,0.7546900000000001
3,1,22,1569.3,859.994,0.800338
3,1,23,1581.03,856.952,0.7601359999999999
3,1,24,1657.48,877.642,0.797879
4,0,0,356.636,362.558,0.9133700000000001
4,0,1,318.499,433.086,0.929411
4,0,2,256.559,442.016,0.804101
4,0,3,247.743,530.32,0.7839400000000001
4,0,4,250.739,571.439,0.7761589999999999
4,0,5,386.037,415.512,0.916893
4,0,6,436.216,503.766,0.8844219999999999
4,0,7,415.496,497.925,0.860991
4,0,8,362.499,621.5,0.833382
4,0,9,318.388,624.474,0.8133100000000001
4,0,10,318.476,756.854,0.8255969999999999
4,0,11,338.99,886.445,0.850185
4,0,12,403.777,618.497,0.734439
4,0,13,400.759,742.133,0.8276469999999999
4,0,14,400.762,856.978,0.8517979999999999
4,0,15,339.037,347.818,0.917654
4,0,16,362.515,344.966,0.911535
4,0,17,297.846,362.43,0.891102
4,0,18,0,0,0
4,0,19,462.539,874.606,0.810956
4,0,20,459.542,860.016,0.809879
4,0,21,386.174,871.718,0.862556
4,0,22,386.051,921.755,0.828749
4,0,23,365.474,927.548,0.806537
4,0,24,336.024,904.016,0.7724989999999999
4,1,0,1639.87,315.389,0.9405509999999999
4,1,1,1704.74,391.949,0.901917
4,1,2,1669.33,391.984,0.8101609999999999
4,1,3,1660.54,497.932,0.655161
4,1,4,1613.34,530.17,0.8419979999999999
4,1,5,1740.01,391.98,0.808394
4,1,6,1766.45,509.747,0.843494
4,1,7,1657.58,553.984,0.852506
4,1,8,1681.15,594.948,0.749366
4,1,9,1648.76,592.103,0.7149789999999999
4,1,10,1637.09,721.682,0.723437
4,1,11,1639.9,857.003,0.8320989999999999
4,1,12,1710.57,594.958,0.674581
4,1,13,1707.56,742.305,0.778121
4,1,14,1725.16,924.63,0.768628
4,1,15,1637.12,297.766,0.6750539999999999
4,1,16,1660.37,297.757,0.9354779999999999
4,1,17,0,0,0
4,1,18,1707.51,312.385,0.9104679999999999
4,1,19,1654.59,948.146,0.806966
4,1,20,1672.27,951.278,0.819668
4,1,21,1734.18,936.507,0.753193
4,1,22,1569.31,860.023,0.791787
4,1,23,1581.03,856.971,0.758601
4,1,24,1657.52,877.638,0.804651
5,0,0,359.492,362.541,0.923623
5,0,1,318.489,433.146,0.938283
5,0,2,256.535,442.043,0.801751
5,0,3,244.92,530.414,0.833549
5,0,4,268.338,565.64,0.806367
5,0,5,386.033,415.607,0.901346
5,0,6,436.105,503.724,0.9176219999999999
5,0,7,394.935,503.651,0.8684489999999999
5,0,8,362.523,621.482,0.835927
5,0,9,318.414,624.449,0.818438
5,0,10,318.485,753.987,0.812037
5,0,11,338.996,886.455,0.848785
5,0,12,406.572,615.672,0.738309
5,0,13,400.766,742.124,0.8262929999999999
5,0,14,400.748,856.952,0.847854
5,0,15,339.107,347.805,0.9249489999999999
5,0,16,362.597,344.943,0.915283
5,0,17,300.693,362.397,0.8729600000000001
5,0,18,0,0,0
5,0,19,459.769,874.617,0.810589
5,0,20,456.786,860.017,0.807809
5,0,21,386.157,871.678,0.868259
5,0,22,386.043,921.745,0.827742
5,0,23,365.464,927.541,0.811813
5,0,24,336.03,904.016,0.779735
5,1,0,1639.85,315.388,0.941051
5,1,1,1704.76,391.951,0.898763
5,1,2,1669.35,391.993,0.8087749999999999
5,1,3,1660.47,494.983,0.667643
5,1,4,1613.31,527.438,0.859899
5,1,5,1742.87,391.996,0.807093
5,1,6,1766.39,509.783,0.8388129999999999
5,1,7,1657.59,553.974,0.854356
5,1,8,1681.12,594.953,0.749474
5,1,9,1648.69,592.072,0.711604
5,1,10,1637.05,724.498,0.726151
5,1,11,1639.89,857,0.835016
5,1,12,1710.57,594.995,0.675603
5,1,13,1707.59,745.117,0.776519
5,1,14,1725.16,924.626,0.769309
5,1,15,1639.87,297.756,0.589876
5,1,16,1660.36,297.756,0.9346329999999999
5,1,17,0,0,0
5,1,18,1707.54,312.397,0.910759
5,1,19,1654.6,948.169,0.807657
5,1,20,1672.27,951.287,0.819364
5,1,21,1734.17,936.475,0.756447
5,1,22,1569.29,860.034,0.787553
5,1,23,1581.01,856.98,0.74972
5,1,24,1657.52,877.622,0.806646
6,0,0,359.563,362.555,0.936778
6,0,1,318.466,433.147,0.941256
6,0,2,256.561,442.042,0.804072
6,0,3,244.903,533.215,0.831943
6,0,4,271.248,565.552,0.8305819999999999
6,0,5,385.998,418.403,0.8957109999999999
6,0,6,436.148,500.873,0.894907
6,0,7,377.255,506.752,0.868439
6,0,8,362.487,618.524,0.8050889999999999
6,0,9,318.401,621.498,0.804491
6,0,10,318.505,751.018,0.8080309999999999
6,0,11,338.993,886.456,0.8469559999999999
6,0,12,403.724,609.791,0.7300369999999999
6,0,13,400.75,742.082,0.826885
6,0,14,400.77,856.947,0.8474600000000001
6,0,15,341.858,347.819,0.938044
6,0,16,362.654,347.762,0.907624
6,0,17,300.781,362.384,0.8598049999999999
6,0,18,0,0,0
6,0,19,459.789,874.576,0.805578
6,0,20,456.799,859.988,0.8100879999999999
6,0,21,386.175,871.673,0.8536400000000001
6,0,22,386.067,921.783,0.830433
6,0,23,365.49,927.575,0.8109839999999999
6,0,24,336.024,904.034,0.773319
6,1,0,1639.87,315.358,0.930819
6,1,1,1704.76,391.948,0.896837
6,1,2,1669.37,391.985,0.807107
6,1,3,1660.45,497.861,0.677218
6,1,4,1610.55,530.203,0.862352
6,1,5,1742.86,391.997,0.8068019999999999
6,1,6,1763.55,509.769,0.83938
6,1,7,1657.59,553.967,0.860428
6,1,8,1681.05,594.971,0.750975
6,1,9,1645.78,592.098,0.716973
6,1,10,1637.04,724.541,0.7245459999999999
6,1,11,1639.89,857.011,0.8348369999999999
6,1,12,1710.48,595.013,0.682704
6,1,13,1707.61,745.167,0.769813
6,1,14,1725.16,924.629,0.770127
6,1,15,1639.94,294.994,0.537601
6,1,16,1660.36,297.709,0.938662
6,1,17,0,0,0
6,1,18,1707.56,312.43,0.9115789999999999
6,1,19,1654.59,948.165,0.810562
6,1,20,1672.26,951.285,0.822583
6,1,21,1734.16,936.465,0.760981
6,1,22,1569.29,860.03,0.787862
6,1,23,1581.01,856.978,0.7511369999999999
6,1,24,1657.51,877.642,0.811052
7,0,0,359.615,362.576,0.945665
7,0,1,318.467,433.134,0.935986
7,0,2,256.564,442.012,0.8065519999999999
7,0,3,247.736,533.266,0.8912
7,0,4,288.912,556.773,0.8289449999999999
7,0,5,385.967,418.44,0.885967
7,0,6,438.989,500.797,0.8637619999999999
7,0,7,365.396,518.513,0.844943
7,0,8,362.524,621.544,0.833379
7,0,9,318.451,624.527,0.798269
7,0,10,318.519,753.959,0.809321
7,0,11,338.992,886.447,0.850331
7,0,12,403.761,618.515,0.7417279999999999
7,0,13,397.89,742.158,0.822128
7,0,14,400.766,856.96,0.850694
7,0,15,341.91,347.837,0.936286
7,0,16,365.357,347.765,0.9076700000000001
7,0,17,303.619,362.37,0.858943
7,0,18,0,0,0
7,0,19,459.781,871.738,0.813612
7,0,20,456.794,859.975,0.820749
7,0,21,386.167,871.685,0.8638739999999999
7,0,22,386.084,921.774,0.8340400000000001
7,0,23,365.504,927.565,0.8159649999999999
7,0,24,336.018,904.018,0.777355
7,1,0,1639.89,315.311,0.9185800000000001
7,1,1,1704.74,391.912,0.902442
7,1,2,1669.35,391.964,0.809577
7,1,3,1660.45,494.934,0.668621
7,1,4,1610.56,530.165,0.8567800000000001
7,1,5,1739.98,391.942,0.8131269999999999
7,1,6,1766.4,509.755,0.8384400000000001
7,1,7,1657.51,553.982,0.836907
7,1,8,1681.04,594.989,0.753554
7,1,9,1645.74,592.105,0.720291
7,1,10,1637.01,724.518,0.729896
7,1,11,1639.89,856.992,0.83396
7,1,12,1710.48,595.04,0.6853049999999999
7,1,13,1707.62,745.187,0.7676729999999999
7,1,14,1725.16,924.653,0.772231
7,1,15,1639.95,294.959,0.565848
7,1,16,1660.39,294.97,0.9483579999999999
7,1,17,0,0,0
7,1,18,1707.54,312.44,0.917179
7,1,19,1654.59,948.153,0.8027789999999999
7,1,20,1672.25,951.277,0.816396
7,1,21,1734.15,936.494,0.758973
7,1,22,1569.32,860.018,0.784109
7,1,23,1581.04,856.962,0.7492679999999999
7,1,24,1657.51,877.6,0.8046000000000001
8,0,0,362.407,362.585,0.9678700000000001
8,0,1,318.472,433.169,0.9401259999999999
8,0,2,256.53,442.023,0.8036679999999999
8,0,3,247.847,544.995,0.88102
8,0,4,294.927,553.773,0.8721479999999999
8,0,5,385.974,418.508,0.8812000000000001
8,0,6,439.107,500.854,0.864576
8,0,7,368.451,524.39,0.864347
8,0,8,362.476,621.52,0.8209949999999999
8,0,9,318.421,624.531,0.7924329999999999
8,0,10,318.526,753.981,0.8075629999999999
8,0,11,338.991,886.451,0.850247
8,0,12,403.657,615.605,0.7255459999999999
8,0,13,397.867,742.142,0.822701
8,0,14,400.763,856.946,0.850147
8,0,15,342.032,347.827,0.920609
8,0,16,365.408,347.813,0.883002
8,0,17,303.697,359.609,0.84655
8,0,18,0,0,0
8,0,19,459.755,871.693,0.796693
8,0,20,456.756,859.955,0.809327
8,0,21,386.18,871.651,0.85148
8,0,22,386.051,924.572,0.835938
8,0,23,365.455,927.587,0.812325
8,0,24,336.031,904.016,0.7738
8,1,0,1639.93,315.271,0.9155900000000001
8,1,1,1704.74,391.915,0.903291
8,1,2,1669.33,391.978,0.810735
8,1,3,1657.61,489.152,0.680056
8,1,4,1610.51,530.164,0.858154
8,1,5,1739.99,391.936,0.813684
8,1,6,1763.57,509.775,0.8400369999999999
8,1,7,1657.45,553.991,0.826245
8,1,8,1681.01,595.009,0.753446
8,1,9,1642.9,592.111,0.723456
8,1,10,1636.99,724.529,0.718482
8,1,11,1639.89,857.02,0.831603
8,1,12,1707.71,595.081,0.688831
8,1,13,1707.62,745.195,0.7532909999999999
8,1,14,1725.16,924.68,0.774493
8,1,15,1640,294.928,0.5749409999999999
8,1,16,1660.42,294.938,0.956928
8,1,17,0,0,0
8,1,18,1707.57,312.364,0.903615
8,1,19,1654.57,948.169,0.810561
8,1,20,1672.25,953.996,0.82557
8,1,21,1734.17,936.499,0.756958
8,1,22,1569.31,860.019,0.7872469999999999
8,1,23,1581.04,856.973,0.751944
8,1,24,1657.49,880.395,0.8140339999999999
9,0,0,362.431,362.608,0.9751369999999999
9,0,1,318.439,433.151,0.941805
9,0,2,256.593,442.013,0.802122
9,0,3,250.747,547.842,0.846923
9,0,4,309.547,550.804,0.8639589999999999
9,0,5,383.168,418.467,0.867288
9,0,6,441.964,500.742,0.83564
9,0,7,374.243,530.16,0.877575
9,0,8,362.509,624.406,0.8284039999999999
9,0,9,318.443,627.415,0.787731
9,0,10,318.515,756.929,0.821684
9,0,11,339.001,886.494,0.8493689999999999
9,0,12,403.678,618.6,0.7418589999999999
9,0,13,397.867,742.209,0.8196559999999999
9,0,14,400.746,856.948,0.8492339999999999
9,0,15,342.044,347.855,0.916005
9,0,16,365.43,347.835,0.8850279999999999
9,0,17,303.669,362.353,0.852437
9,0,18,0,0,0
9,0,19,459.792,871.75,0.7979109999999999
9,0,20,456.78,859.99,0.801592
9,0,21,386.17,871.654,0.8522419999999999
9,0,22,386.065,924.575,0.841397
9,0,23,365.485,927.592,0.8189019999999999
9,0,24,336.031,904.042,0.781123
9,1,0,1639.93,312.544,0.911427
9,1,1,1704.74,391.912,0.9047700000000001
9,1,2,1669.29,391.931,0.8169339999999999
9,1,3,1657.6,489.138,0.684349
9,1,4,1613.29,527.42,0.8582329999999999
9,1,5,1740.01,391.97,0.8101309999999999
9,1,6,1763.5,512.603,0.831765
9,1,7,1657.42,556.717,0.8127169999999999
9,1,8,1681,595.067,0.764172
9,1,9,1642.88,594.958,0.7328589999999999
9,1,10,1636.97,724.53,0.728622
9,1,11,1639.89,857.036,0.833587
9,1,12,1707.7,597.914,0.700477
9,1,13,1707.61,745.225,0.7456959999999999
9,1,14,1725.17,924.668,0.772694
9,1,15,1639.99,294.917,0.5924159999999999
9,1,16,1660.42,294.924,0.9582029999999999
9,1,17,0,0,0
9,1,18,1707.57,312.364,0.907142
9,1,19,1654.57,948.162,0.8075500000000001
9,1,20,1672.23,951.289,0.822827
9,1,21,1734.17,936.516,0.7544379999999999
9,1,22,1569.31,860.033,0.784028
9,1,23,1581.04,856.988,0.749736
9,1,24,1657.49,880.422,0.815527
10,0,0,362.432,362.609,0.9766389999999999
10,0,1,318.377,433.15,0.944143
10,0,2,256.611,442.02,0.798562
10,0,3,259.466,550.723,0.8427709999999999
10,0,4,315.321,547.869,0.875211
10,0,5,383.068,418.421,0.8591989999999999
10,0,6,441.962,500.857,0.858686
10,0,7,380.173,533.354,0.834043
10,0,8,362.52,624.41,0.829044
10,0,9,318.44,627.416,0.786975
10,0,10,318.513,756.96,0.829797
10,0,11,338.995,886.479,0.851436
10,0,12,403.689,618.607,0.7441789999999999
10,0,13,397.856,742.222,0.816504
10,0,14,400.752,856.939,0.8482639999999999
10,0,15,342.058,347.841,0.913793
10,0,16,365.417,347.83,0.8710629999999999
10,0,17,303.724,359.608,0.848159
10,0,18,0,0,0
10,0,19,459.741,874.618,0.8201379999999999
10,0,20,456.766,860.006,0.8183889999999999
10,0,21,386.151,868.787,0.8605119999999999
10,0,22,386.089,924.594,0.8474389999999999
10,0,23,365.504,927.605,0.824399
10,0,24,336.024,904.036,0.780775
10,1,0,1639.96,315.248,0.908983
10,1,1,1704.74,391.897,0.9076500000000001
10,1,2,1669.27,391.908,0.8205279999999999
10,1,3,1660.42,489.042,0.669107
10,1,4,1613.34,527.355,0.8508479999999999
10,1,5,1740.02,391.952,0.810962
10,1,6,1766.42,509.802,0.832849
10,1,7,1654.64,556.774,0.8133549999999999
10,1,8,1681.01,594.988,0.7586849999999999
10,1,9,1645.75,592.088,0.728173
10,1,10,1637.02,721.643,0.736269
10,1,11,1639.89,857.048,0.832762
10,1,12,1707.7,595.057,0.693835
10,1,13,1707.62,742.327,0.762093
10,1,14,1725.17,924.66,0.771459
10,1,15,1640,294.919,0.650287
10,1,16,1660.45,294.94,0.957136
10,1,17,0,0,0
10,1,18,1707.57,312.359,0.906658
10,1,19,1654.58,948.138,0.811368
10,1,20,1672.22,951.266,0.825143
10,1,21,1734.17,936.5,0.7571549999999999
10,1,22,1569.31,860.022,0.795735
10,1,23,1581.05,856.979,0.7609100000000001
10,1,24,1657.49,880.44,0.818533
11,0,0,362.437,362.592,0.977441
11,0,1,318.369,433.131,0.938261
11,0,2,259.502,441.965,0.801708
11,0,3,262.418,550.758,0.8623719999999999
11,0,4,321.356,539.088,0.83957
11,0,5,380.206,418.418,0.8536889999999999
11,0,6,439.122,503.732,0.905735
11,0,7,386.149,547.889,0.880478
11,0,8,362.593,624.443,0.827664
11,0,9,321.268,627.438,0.770536
11,0,10,318.518,756.903,0.8260689999999999
11,0,11,339.005,886.471,0.8530139999999999
11,0,12,403.734,621.415,0.7499389999999999
11,0,13,397.81,742.254,0.820566
11,0,14,400.728,856.968,0.85106
11,0,15,342.073,347.822,0.9131769999999999
11,0,16,365.396,347.79,0.858412
11,0,17,306.6,359.587,0.8535600000000001
11,0,18,0,0,0
11,0,19,462.54,874.62,0.816299
11,0,20,456.79,860.014,0.814643
11,0,21,386.155,871.681,0.870162
11,0,22,386.083,924.58,0.852731
11,0,23,365.506,927.583,0.832553
11,0,24,336.038,904.027,0.7899609999999999
11,1,0,1642.79,312.503,0.894439
11,1,1,1704.75,391.915,0.906339
11,1,2,1666.42,389.168,0.832384
11,1,3,1657.64,489.074,0.681364
11,1,4,1610.56,527.392,0.853491
11,1,5,1742.92,392.018,0.8044159999999999
11,1,6,1766.4,512.623,0.8264929999999999
11,1,7,1654.6,556.833,0.7970419999999999
11,1,8,1681.05,595.057,0.7700349999999999
11,1,9,1645.76,592.111,0.72933
11,1,10,1637.05,721.611,0.7278049999999999
11,1,11,1639.87,857.016,0.836125
11,1,12,1710.47,597.918,0.6988179999999999
11,1,13,1707.64,745.178,0.7407539999999999
11,1,14,1725.18,924.712,0.775739
11,1,15,1642.83,294.899,0.6607529999999999
11,1,16,1660.48,294.903,0.966803
11,1,17,0,0,0
11,1,18,1707.61,309.574,0.90178
11,1,19,1654.58,948.169,0.818232
11,1,20,1672.22,951.293,0.832216
11,1,21,1734.19,939.381,0.750143
11,1,22,1572.16,859.991,0.794306
11,1,23,1583.89,856.952,0.766448
11,1,24,1657.49,880.394,0.8240259999999999
12,0,0,362.474,362.574,0.979984
12,0,1,318.325,433.132,0.9372900000000001
12,0,2,259.498,441.999,0.798171
12,0,3,262.482,550.729,0.864864
12,0,4,333.112,533.183,0.8606539999999999
12,0,5,377.26,418.399,0.846225
12,0,6,436.039,500.852,0.902326
12,0,7,406.705,550.858,0.8793219999999999
12,0,8,362.593,624.453,0.828552
12,0,9,321.315,627.514,0.754204
12,0,10,318.523,759.773,0.8323729999999999
12,0,11,339.011,886.477,0.853754
12,0,12,403.68,621.403,0.74685
12,0,13,394.969,742.292,0.819657
12,0,14,400.736,856.977,0.8548669999999999
12,0,15,344.852,347.802,0.899137
12,0,16,365.42,347.79,0.84604
12,0,17,306.659,359.587,0.8587319999999999
12,0,18,0,0,0
12,0,19,462.538,874.654,0.8278829999999999
12,0,20,456.796,860.037,0.820491
12,0,21,386.16,871.667,0.876204
12,0,22,386.061,924.62,0.8490500000000001
12,0,23,365.479,927.612,0.820761
12,0,24,336.054,904.02,0.789288
12,1,0,1642.8,312.514,0.8955069999999999
12,1,1,1704.74,391.936,0.9044629999999999
12,1,2,1666.41,389.16,0.834144
12,1,3,1657.65,489.117,0.6910489999999999
12,1,4,1610.57,527.424,0.859267
12,1,5,1742.94,394.861,0.798017
12,1,6,1766.4,512.596,0.8281689999999999
12,1,7,1654.59,556.862,0.797503
12,1,8,1681.07,595.06,0.769276
12,1,9,1645.81,592.124,0.725009
12,1,10,1637.05,721.588,0.736495
12,1,11,1639.88,857.004,0.837027
12,1,12,1710.48,597.924,0.700911
12,1,13,1707.65,745.162,0.7568300000000001
12,1,14,1725.17,924.647,0.7715609999999999
12,1,15,1642.85,294.921,0.645019
12,1,16,1660.49,294.916,0.96367
12,1,17,0,0,0
12,1,18,1707.59,309.529,0.901295
12,1,19,1654.6,948.153,0.8175159999999999
12,1,20,1672.26,951.273,0.8310139999999999
12,1,21,1734.18,936.504,0.7586539999999999
12,1,22,1569.34,860.005,0.798495
12,1,23,1581.07,856.965,0.7680079999999999
12,1,24,1657.49,880.395,0.821504
13,0,0,362.477,362.568,0.978526
13,0,1,318.338,433.152,0.9434929999999999
13,0,2,262.375,442.028,0.7952859999999999
13,0,3,268.199,550.766,0.917195
13,0,4,342.037,530.248,0.9032300000000001
13,0,5,377.214,418.438,0.840834
13,0,6,433.185,503.747,0.939363
13,0,7,415.553,553.854,0.871911
13,0,8,362.587,624.525,0.817345
13,0,9,321.348,633.255,0.743583
13,0,10,318.524,759.854,0.842664
13,0,11,339.026,889.342,0.8451609999999999
13,0,12,403.649,621.453,0.734634
13,0,13,394.936,742.339,0.817311
13,0,14,400.777,857.002,0.857416
13,0,15,344.841,347.83,0.896347
13,0,16,365.395,347.769,0.839472
13,0,17,306.641,362.353,0.868815
13,0,18,0,0,0
13,0,19,459.781,874.625,0.817643
13,0,20,456.788,860.022,0.818862
13,0,21,386.188,871.701,0.874112
13,0,22,386.096,924.609,0.8526509999999999
13,0,23,365.525,927.626,0.830676
13,0,24,336.041,904.105,0.78698
13,1,0,1642.79,315.247,0.897208
13,1,1,1704.76,391.966,0.898571
13,1,2,1669.29,389.155,0.8262339999999999
13,1,3,1660.56,492.05,0.651285
13,1,4,1613.33,527.39,0.845449
13,1,5,1742.93,394.916,0.7944129999999999
13,1,6,1766.42,512.616,0.8270900000000001
